,idx,image,object_count,color,shape,material,color_shape,color_material,shape_material,color_shape_material,size,all
4605,4605,43fa383311345f3fb3fcdce0d598e1f5.png,8,"['green', 'blue', 'yellow', 'yellow', 'red', 'blue', 'purple', 'gray']","['sphere', 'cylinder', 'cube', 'cube', 'cone', 'cube', 'cylinder', 'cube']","['rubber', 'metal', 'rubber', 'metal', 'metal', 'rubber', 'rubber', 'rubber']","['green_sphere', 'blue_cylinder', 'yellow_cube', 'yellow_cube', 'red_cone', 'blue_cube', 'purple_cylinder', 'gray_cube']","['green_rubber', 'blue_metal', 'yellow_rubber', 'yellow_metal', 'red_metal', 'blue_rubber', 'purple_rubber', 'gray_rubber']","['sphere_rubber', 'cylinder_metal', 'cube_rubber', 'cube_metal', 'cone_metal', 'cube_rubber', 'cylinder_rubber', 'cube_rubber']","['green_sphere_rubber', 'blue_cylinder_metal', 'yellow_cube_rubber', 'yellow_cube_metal', 'red_cone_metal', 'blue_cube_rubber', 'purple_cylinder_rubber', 'gray_cube_rubber']","[0.351, 0.351, 0.701, 0.351, 0.351, 0.7, 0.351, 0.701]","['green', 'blue', 'yellow', 'yellow', 'red', 'blue', 'purple', 'gray', 'sphere', 'cylinder', 'cube', 'cube', 'cone', 'cube', 'cylinder', 'cube', 'rubber', 'metal', 'rubber', 'metal', 'metal', 'rubber', 'rubber', 'rubber', 'green_sphere', 'blue_cylinder', 'yellow_cube', 'yellow_cube', 'red_cone', 'blue_cube', 'purple_cylinder', 'gray_cube', 'sphere_rubber', 'cylinder_metal', 'cube_rubber', 'cube_metal', 'cone_metal', 'cube_rubber', 'cylinder_rubber', 'cube_rubber', 'green_rubber', 'blue_metal', 'yellow_rubber', 'yellow_metal', 'red_metal', 'blue_rubber', 'purple_rubber', 'gray_rubber', 'green_sphere_rubber', 'blue_cylinder_metal', 'yellow_cube_rubber', 'yellow_cube_metal', 'red_cone_metal', 'blue_cube_rubber', 'purple_cylinder_rubber', 'gray_cube_rubber']"
4606,4606,d6e98dfe268f3e64a43d7587836e54ec.png,4,"['purple', 'yellow', 'blue', 'green']","['sphere', 'cylinder', 'cube', 'cube']","['rubber', 'rubber', 'rubber', 'rubber']","['purple_sphere', 'yellow_cylinder', 'blue_cube', 'green_cube']","['purple_rubber', 'yellow_rubber', 'blue_rubber', 'green_rubber']","['sphere_rubber', 'cylinder_rubber', 'cube_rubber', 'cube_rubber']","['purple_sphere_rubber', 'yellow_cylinder_rubber', 'blue_cube_rubber', 'green_cube_rubber']","[0.7, 0.351, 0.351, 0.351]","['purple', 'yellow', 'blue', 'green', 'sphere', 'cylinder', 'cube', 'cube', 'rubber', 'rubber', 'rubber', 'rubber', 'purple_sphere', 'yellow_cylinder', 'blue_cube', 'green_cube', 'sphere_rubber', 'cylinder_rubber', 'cube_rubber', 'cube_rubber', 'purple_rubber', 'yellow_rubber', 'blue_rubber', 'green_rubber', 'purple_sphere_rubber', 'yellow_cylinder_rubber', 'blue_cube_rubber', 'green_cube_rubber']"
4607,4607,315b07b09f17aae504887f08cf855029.png,4,"['cyan', 'red', 'brown', 'green']","['cube', 'cylinder', 'cube', 'sphere']","['rubber', 'rubber', 'rubber', 'rubber']","['cyan_cube', 'red_cylinder', 'brown_cube', 'green_sphere']","['cyan_rubber', 'red_rubber', 'brown_rubber', 'green_rubber']","['cube_rubber', 'cylinder_rubber', 'cube_rubber', 'sphere_rubber']","['cyan_cube_rubber', 'red_cylinder_rubber', 'brown_cube_rubber', 'green_sphere_rubber']","[0.701, 0.701, 0.701, 0.351]","['cyan', 'red', 'brown', 'green', 'cube', 'cylinder', 'cube', 'sphere', 'rubber', 'rubber', 'rubber', 'rubber', 'cyan_cube', 'red_cylinder', 'brown_cube', 'green_sphere', 'cube_rubber', 'cylinder_rubber', 'cube_rubber', 'sphere_rubber', 'cyan_rubber', 'red_rubber', 'brown_rubber', 'green_rubber', 'cyan_cube_rubber', 'red_cylinder_rubber', 'brown_cube_rubber', 'green_sphere_rubber']"
4608,4608,9416d9cc74e4e0a030baded20a203894.png,4,"['brown', 'red', 'purple', 'green']","['cube', 'sphere', 'sphere', 'cylinder']","['metal', 'rubber', 'rubber', 'rubber']","['brown_cube', 'red_sphere', 'purple_sphere', 'green_cylinder']","['brown_metal', 'red_rubber', 'purple_rubber', 'green_rubber']","['cube_metal', 'sphere_rubber', 'sphere_rubber', 'cylinder_rubber']","['brown_cube_metal', 'red_sphere_rubber', 'purple_sphere_rubber', 'green_cylinder_rubber']","[0.7, 0.7, 0.351, 0.7]","['brown', 'red', 'purple', 'green', 'cube', 'sphere', 'sphere', 'cylinder', 'metal', 'rubber', 'rubber', 'rubber', 'brown_cube', 'red_sphere', 'purple_sphere', 'green_cylinder', 'cube_metal', 'sphere_rubber', 'sphere_rubber', 'cylinder_rubber', 'brown_metal', 'red_rubber', 'purple_rubber', 'green_rubber', 'brown_cube_metal', 'red_sphere_rubber', 'purple_sphere_rubber', 'green_cylinder_rubber']"
4609,4609,e0f7c8a552a3c816d290acdfacaa8f80.png,8,"['brown', 'brown', 'purple', 'gray', 'blue', 'yellow', 'purple', 'green']","['sphere', 'cone', 'sphere', 'cylinder', 'cylinder', 'cube', 'cylinder', 'cylinder']","['rubber', 'rubber', 'rubber', 'rubber', 'metal', 'rubber', 'metal', 'metal']","['brown_sphere', 'brown_cone', 'purple_sphere', 'gray_cylinder', 'blue_cylinder', 'yellow_cube', 'purple_cylinder', 'green_cylinder']","['brown_rubber', 'brown_rubber', 'purple_rubber', 'gray_rubber', 'blue_metal', 'yellow_rubber', 'purple_metal', 'green_metal']","['sphere_rubber', 'cone_rubber', 'sphere_rubber', 'cylinder_rubber', 'cylinder_metal', 'cube_rubber', 'cylinder_metal', 'cylinder_metal']","['brown_sphere_rubber', 'brown_cone_rubber', 'purple_sphere_rubber', 'gray_cylinder_rubber', 'blue_cylinder_metal', 'yellow_cube_rubber', 'purple_cylinder_metal', 'green_cylinder_metal']","[0.701, 0.7, 0.7, 0.701, 0.701, 0.351, 0.351, 0.351]","['brown', 'brown', 'purple', 'gray', 'blue', 'yellow', 'purple', 'green', 'sphere', 'cone', 'sphere', 'cylinder', 'cylinder', 'cube', 'cylinder', 'cylinder', 'rubber', 'rubber', 'rubber', 'rubber', 'metal', 'rubber', 'metal', 'metal', 'brown_sphere', 'brown_cone', 'purple_sphere', 'gray_cylinder', 'blue_cylinder', 'yellow_cube', 'purple_cylinder', 'green_cylinder', 'sphere_rubber', 'cone_rubber', 'sphere_rubber', 'cylinder_rubber', 'cylinder_metal', 'cube_rubber', 'cylinder_metal', 'cylinder_metal', 'brown_rubber', 'brown_rubber', 'purple_rubber', 'gray_rubber', 'blue_metal', 'yellow_rubber', 'purple_metal', 'green_metal', 'brown_sphere_rubber', 'brown_cone_rubber', 'purple_sphere_rubber', 'gray_cylinder_rubber', 'blue_cylinder_metal', 'yellow_cube_rubber', 'purple_cylinder_metal', 'green_cylinder_metal']"
4610,4610,aebd5c8cfd7a1b826abcd2dab0b3f49a.png,4,"['cyan', 'red', 'gray', 'green']","['cube', 'sphere', 'cone', 'cylinder']","['rubber', 'rubber', 'rubber', 'metal']","['cyan_cube', 'red_sphere', 'gray_cone', 'green_cylinder']","['cyan_rubber', 'red_rubber', 'gray_rubber', 'green_metal']","['cube_rubber', 'sphere_rubber', 'cone_rubber', 'cylinder_metal']","['cyan_cube_rubber', 'red_sphere_rubber', 'gray_cone_rubber', 'green_cylinder_metal']","[0.351, 0.351, 0.7, 0.351]","['cyan', 'red', 'gray', 'green', 'cube', 'sphere', 'cone', 'cylinder', 'rubber', 'rubber', 'rubber', 'metal', 'cyan_cube', 'red_sphere', 'gray_cone', 'green_cylinder', 'cube_rubber', 'sphere_rubber', 'cone_rubber', 'cylinder_metal', 'cyan_rubber', 'red_rubber', 'gray_rubber', 'green_metal', 'cyan_cube_rubber', 'red_sphere_rubber', 'gray_cone_rubber', 'green_cylinder_metal']"
4611,4611,82725f1f0f237b7ac5f7b16da22ad52e.png,3,"['green', 'blue', 'red']","['sphere', 'cube', 'cylinder']","['rubber', 'rubber', 'metal']","['green_sphere', 'blue_cube', 'red_cylinder']","['green_rubber', 'blue_rubber', 'red_metal']","['sphere_rubber', 'cube_rubber', 'cylinder_metal']","['green_sphere_rubber', 'blue_cube_rubber', 'red_cylinder_metal']","[0.351, 0.701, 0.351]","['green', 'blue', 'red', 'sphere', 'cube', 'cylinder', 'rubber', 'rubber', 'metal', 'green_sphere', 'blue_cube', 'red_cylinder', 'sphere_rubber', 'cube_rubber', 'cylinder_metal', 'green_rubber', 'blue_rubber', 'red_metal', 'green_sphere_rubber', 'blue_cube_rubber', 'red_cylinder_metal']"
4612,4612,d9190eda91900934df2043fe4d25c8ac.png,8,"['red', 'brown', 'yellow', 'brown', 'cyan', 'blue', 'purple', 'blue']","['sphere', 'sphere', 'sphere', 'cylinder', 'cube', 'cube', 'cube', 'cone']","['rubber', 'metal', 'rubber', 'metal', 'metal', 'rubber', 'rubber', 'metal']","['red_sphere', 'brown_sphere', 'yellow_sphere', 'brown_cylinder', 'cyan_cube', 'blue_cube', 'purple_cube', 'blue_cone']","['red_rubber', 'brown_metal', 'yellow_rubber', 'brown_metal', 'cyan_metal', 'blue_rubber', 'purple_rubber', 'blue_metal']","['sphere_rubber', 'sphere_metal', 'sphere_rubber', 'cylinder_metal', 'cube_metal', 'cube_rubber', 'cube_rubber', 'cone_metal']","['red_sphere_rubber', 'brown_sphere_metal', 'yellow_sphere_rubber', 'brown_cylinder_metal', 'cyan_cube_metal', 'blue_cube_rubber', 'purple_cube_rubber', 'blue_cone_metal']","[0.351, 0.351, 0.351, 0.7, 0.351, 0.701, 0.351, 0.351]","['red', 'brown', 'yellow', 'brown', 'cyan', 'blue', 'purple', 'blue', 'sphere', 'sphere', 'sphere', 'cylinder', 'cube', 'cube', 'cube', 'cone', 'rubber', 'metal', 'rubber', 'metal', 'metal', 'rubber', 'rubber', 'metal', 'red_sphere', 'brown_sphere', 'yellow_sphere', 'brown_cylinder', 'cyan_cube', 'blue_cube', 'purple_cube', 'blue_cone', 'sphere_rubber', 'sphere_metal', 'sphere_rubber', 'cylinder_metal', 'cube_metal', 'cube_rubber', 'cube_rubber', 'cone_metal', 'red_rubber', 'brown_metal', 'yellow_rubber', 'brown_metal', 'cyan_metal', 'blue_rubber', 'purple_rubber', 'blue_metal', 'red_sphere_rubber', 'brown_sphere_metal', 'yellow_sphere_rubber', 'brown_cylinder_metal', 'cyan_cube_metal', 'blue_cube_rubber', 'purple_cube_rubber', 'blue_cone_metal']"
4613,4613,94d8c5ae3b44c91be8e88377e7a81b39.png,4,"['green', 'brown', 'yellow', 'blue']","['cube', 'cone', 'cylinder', 'sphere']","['metal', 'metal', 'metal', 'rubber']","['green_cube', 'brown_cone', 'yellow_cylinder', 'blue_sphere']","['green_metal', 'brown_metal', 'yellow_metal', 'blue_rubber']","['cube_metal', 'cone_metal', 'cylinder_metal', 'sphere_rubber']","['green_cube_metal', 'brown_cone_metal', 'yellow_cylinder_metal', 'blue_sphere_rubber']","[0.351, 0.7, 0.7, 0.7]","['green', 'brown', 'yellow', 'blue', 'cube', 'cone', 'cylinder', 'sphere', 'metal', 'metal', 'metal', 'rubber', 'green_cube', 'brown_cone', 'yellow_cylinder', 'blue_sphere', 'cube_metal', 'cone_metal', 'cylinder_metal', 'sphere_rubber', 'green_metal', 'brown_metal', 'yellow_metal', 'blue_rubber', 'green_cube_metal', 'brown_cone_metal', 'yellow_cylinder_metal', 'blue_sphere_rubber']"
4614,4614,ce996a1c128a18d32cfd1ceeddf52518.png,8,"['cyan', 'brown', 'purple', 'blue', 'green', 'yellow', 'gray', 'yellow']","['cylinder', 'sphere', 'cube', 'sphere', 'cube', 'sphere', 'cube', 'sphere']","['rubber', 'metal', 'metal', 'rubber', 'metal', 'rubber', 'rubber', 'rubber']","['cyan_cylinder', 'brown_sphere', 'purple_cube', 'blue_sphere', 'green_cube', 'yellow_sphere', 'gray_cube', 'yellow_sphere']","['cyan_rubber', 'brown_metal', 'purple_metal', 'blue_rubber', 'green_metal', 'yellow_rubber', 'gray_rubber', 'yellow_rubber']","['cylinder_rubber', 'sphere_metal', 'cube_metal', 'sphere_rubber', 'cube_metal', 'sphere_rubber', 'cube_rubber', 'sphere_rubber']","['cyan_cylinder_rubber', 'brown_sphere_metal', 'purple_cube_metal', 'blue_sphere_rubber', 'green_cube_metal', 'yellow_sphere_rubber', 'gray_cube_rubber', 'yellow_sphere_rubber']","[0.351, 0.7, 0.7, 0.701, 0.701, 0.351, 0.7, 0.351]","['cyan', 'brown', 'purple', 'blue', 'green', 'yellow', 'gray', 'yellow', 'cylinder', 'sphere', 'cube', 'sphere', 'cube', 'sphere', 'cube', 'sphere', 'rubber', 'metal', 'metal', 'rubber', 'metal', 'rubber', 'rubber', 'rubber', 'cyan_cylinder', 'brown_sphere', 'purple_cube', 'blue_sphere', 'green_cube', 'yellow_sphere', 'gray_cube', 'yellow_sphere', 'cylinder_rubber', 'sphere_metal', 'cube_metal', 'sphere_rubber', 'cube_metal', 'sphere_rubber', 'cube_rubber', 'sphere_rubber', 'cyan_rubber', 'brown_metal', 'purple_metal', 'blue_rubber', 'green_metal', 'yellow_rubber', 'gray_rubber', 'yellow_rubber', 'cyan_cylinder_rubber', 'brown_sphere_metal', 'purple_cube_metal', 'blue_sphere_rubber', 'green_cube_metal', 'yellow_sphere_rubber', 'gray_cube_rubber', 'yellow_sphere_rubber']"
4615,4615,aa2f79293d758e07b09655e48104583b.png,9,"['purple', 'gray', 'red', 'brown', 'blue', 'purple', 'yellow', 'purple', 'purple']","['sphere', 'cube', 'sphere', 'cube', 'cylinder', 'sphere', 'sphere', 'cube', 'cube']","['rubber', 'metal', 'metal', 'rubber', 'metal', 'rubber', 'rubber', 'rubber', 'rubber']","['purple_sphere', 'gray_cube', 'red_sphere', 'brown_cube', 'blue_cylinder', 'purple_sphere', 'yellow_sphere', 'purple_cube', 'purple_cube']","['purple_rubber', 'gray_metal', 'red_metal', 'brown_rubber', 'blue_metal', 'purple_rubber', 'yellow_rubber', 'purple_rubber', 'purple_rubber']","['sphere_rubber', 'cube_metal', 'sphere_metal', 'cube_rubber', 'cylinder_metal', 'sphere_rubber', 'sphere_rubber', 'cube_rubber', 'cube_rubber']","['purple_sphere_rubber', 'gray_cube_metal', 'red_sphere_metal', 'brown_cube_rubber', 'blue_cylinder_metal', 'purple_sphere_rubber', 'yellow_sphere_rubber', 'purple_cube_rubber', 'purple_cube_rubber']","[0.701, 0.351, 0.351, 0.351, 0.7, 0.7, 0.351, 0.351, 0.351]","['purple', 'gray', 'red', 'brown', 'blue', 'purple', 'yellow', 'purple', 'purple', 'sphere', 'cube', 'sphere', 'cube', 'cylinder', 'sphere', 'sphere', 'cube', 'cube', 'rubber', 'metal', 'metal', 'rubber', 'metal', 'rubber', 'rubber', 'rubber', 'rubber', 'purple_sphere', 'gray_cube', 'red_sphere', 'brown_cube', 'blue_cylinder', 'purple_sphere', 'yellow_sphere', 'purple_cube', 'purple_cube', 'sphere_rubber', 'cube_metal', 'sphere_metal', 'cube_rubber', 'cylinder_metal', 'sphere_rubber', 'sphere_rubber', 'cube_rubber', 'cube_rubber', 'purple_rubber', 'gray_metal', 'red_metal', 'brown_rubber', 'blue_metal', 'purple_rubber', 'yellow_rubber', 'purple_rubber', 'purple_rubber', 'purple_sphere_rubber', 'gray_cube_metal', 'red_sphere_metal', 'brown_cube_rubber', 'blue_cylinder_metal', 'purple_sphere_rubber', 'yellow_sphere_rubber', 'purple_cube_rubber', 'purple_cube_rubber']"
4616,4616,4c9dc264189fc2d05fa3374b721a1d65.png,5,"['purple', 'blue', 'gray', 'red', 'green']","['cylinder', 'cube', 'cube', 'cube', 'cube']","['metal', 'metal', 'metal', 'metal', 'metal']","['purple_cylinder', 'blue_cube', 'gray_cube', 'red_cube', 'green_cube']","['purple_metal', 'blue_metal', 'gray_metal', 'red_metal', 'green_metal']","['cylinder_metal', 'cube_metal', 'cube_metal', 'cube_metal', 'cube_metal']","['purple_cylinder_metal', 'blue_cube_metal', 'gray_cube_metal', 'red_cube_metal', 'green_cube_metal']","[0.351, 0.701, 0.7, 0.351, 0.351]","['purple', 'blue', 'gray', 'red', 'green', 'cylinder', 'cube', 'cube', 'cube', 'cube', 'metal', 'metal', 'metal', 'metal', 'metal', 'purple_cylinder', 'blue_cube', 'gray_cube', 'red_cube', 'green_cube', 'cylinder_metal', 'cube_metal', 'cube_metal', 'cube_metal', 'cube_metal', 'purple_metal', 'blue_metal', 'gray_metal', 'red_metal', 'green_metal', 'purple_cylinder_metal', 'blue_cube_metal', 'gray_cube_metal', 'red_cube_metal', 'green_cube_metal']"
4617,4617,38aed53362e9d8566652a17ae8dd7f32.png,10,"['gray', 'purple', 'yellow', 'gray', 'brown', 'red', 'red', 'green', 'red', 'brown']","['sphere', 'sphere', 'cylinder', 'cylinder', 'cone', 'cube', 'sphere', 'sphere', 'cylinder', 'cylinder']","['rubber', 'metal', 'metal', 'rubber', 'metal', 'rubber', 'rubber', 'metal', 'rubber', 'rubber']","['gray_sphere', 'purple_sphere', 'yellow_cylinder', 'gray_cylinder', 'brown_cone', 'red_cube', 'red_sphere', 'green_sphere', 'red_cylinder', 'brown_cylinder']","['gray_rubber', 'purple_metal', 'yellow_metal', 'gray_rubber', 'brown_metal', 'red_rubber', 'red_rubber', 'green_metal', 'red_rubber', 'brown_rubber']","['sphere_rubber', 'sphere_metal', 'cylinder_metal', 'cylinder_rubber', 'cone_metal', 'cube_rubber', 'sphere_rubber', 'sphere_metal', 'cylinder_rubber', 'cylinder_rubber']","['gray_sphere_rubber', 'purple_sphere_metal', 'yellow_cylinder_metal', 'gray_cylinder_rubber', 'brown_cone_metal', 'red_cube_rubber', 'red_sphere_rubber', 'green_sphere_metal', 'red_cylinder_rubber', 'brown_cylinder_rubber']","[0.35, 0.7, 0.7, 0.351, 0.7, 0.351, 0.351, 0.7, 0.351, 0.351]","['gray', 'purple', 'yellow', 'gray', 'brown', 'red', 'red', 'green', 'red', 'brown', 'sphere', 'sphere', 'cylinder', 'cylinder', 'cone', 'cube', 'sphere', 'sphere', 'cylinder', 'cylinder', 'rubber', 'metal', 'metal', 'rubber', 'metal', 'rubber', 'rubber', 'metal', 'rubber', 'rubber', 'gray_sphere', 'purple_sphere', 'yellow_cylinder', 'gray_cylinder', 'brown_cone', 'red_cube', 'red_sphere', 'green_sphere', 'red_cylinder', 'brown_cylinder', 'sphere_rubber', 'sphere_metal', 'cylinder_metal', 'cylinder_rubber', 'cone_metal', 'cube_rubber', 'sphere_rubber', 'sphere_metal', 'cylinder_rubber', 'cylinder_rubber', 'gray_rubber', 'purple_metal', 'yellow_metal', 'gray_rubber', 'brown_metal', 'red_rubber', 'red_rubber', 'green_metal', 'red_rubber', 'brown_rubber', 'gray_sphere_rubber', 'purple_sphere_metal', 'yellow_cylinder_metal', 'gray_cylinder_rubber', 'brown_cone_metal', 'red_cube_rubber', 'red_sphere_rubber', 'green_sphere_metal', 'red_cylinder_rubber', 'brown_cylinder_rubber']"
4618,4618,654d17537a93cad5e7d89b4415880c00.png,6,"['gray', 'blue', 'gray', 'cyan', 'red', 'yellow']","['cylinder', 'cube', 'cylinder', 'cylinder', 'sphere', 'cone']","['metal', 'metal', 'metal', 'rubber', 'rubber', 'metal']","['gray_cylinder', 'blue_cube', 'gray_cylinder', 'cyan_cylinder', 'red_sphere', 'yellow_cone']","['gray_metal', 'blue_metal', 'gray_metal', 'cyan_rubber', 'red_rubber', 'yellow_metal']","['cylinder_metal', 'cube_metal', 'cylinder_metal', 'cylinder_rubber', 'sphere_rubber', 'cone_metal']","['gray_cylinder_metal', 'blue_cube_metal', 'gray_cylinder_metal', 'cyan_cylinder_rubber', 'red_sphere_rubber', 'yellow_cone_metal']","[0.351, 0.701, 0.7, 0.351, 0.351, 0.351]","['gray', 'blue', 'gray', 'cyan', 'red', 'yellow', 'cylinder', 'cube', 'cylinder', 'cylinder', 'sphere', 'cone', 'metal', 'metal', 'metal', 'rubber', 'rubber', 'metal', 'gray_cylinder', 'blue_cube', 'gray_cylinder', 'cyan_cylinder', 'red_sphere', 'yellow_cone', 'cylinder_metal', 'cube_metal', 'cylinder_metal', 'cylinder_rubber', 'sphere_rubber', 'cone_metal', 'gray_metal', 'blue_metal', 'gray_metal', 'cyan_rubber', 'red_rubber', 'yellow_metal', 'gray_cylinder_metal', 'blue_cube_metal', 'gray_cylinder_metal', 'cyan_cylinder_rubber', 'red_sphere_rubber', 'yellow_cone_metal']"
4619,4619,84a7dca3d9fddb7d4e3c6f2aa0029539.png,5,"['brown', 'gray', 'red', 'purple', 'yellow']","['cone', 'cube', 'sphere', 'cone', 'sphere']","['rubber', 'rubber', 'rubber', 'rubber', 'metal']","['brown_cone', 'gray_cube', 'red_sphere', 'purple_cone', 'yellow_sphere']","['brown_rubber', 'gray_rubber', 'red_rubber', 'purple_rubber', 'yellow_metal']","['cone_rubber', 'cube_rubber', 'sphere_rubber', 'cone_rubber', 'sphere_metal']","['brown_cone_rubber', 'gray_cube_rubber', 'red_sphere_rubber', 'purple_cone_rubber', 'yellow_sphere_metal']","[0.351, 0.7, 0.701, 0.351, 0.351]","['brown', 'gray', 'red', 'purple', 'yellow', 'cone', 'cube', 'sphere', 'cone', 'sphere', 'rubber', 'rubber', 'rubber', 'rubber', 'metal', 'brown_cone', 'gray_cube', 'red_sphere', 'purple_cone', 'yellow_sphere', 'cone_rubber', 'cube_rubber', 'sphere_rubber', 'cone_rubber', 'sphere_metal', 'brown_rubber', 'gray_rubber', 'red_rubber', 'purple_rubber', 'yellow_metal', 'brown_cone_rubber', 'gray_cube_rubber', 'red_sphere_rubber', 'purple_cone_rubber', 'yellow_sphere_metal']"
4620,4620,a2e6d1936efd50e3d8fdec815f3e1227.png,3,"['purple', 'red', 'yellow']","['cube', 'cylinder', 'cylinder']","['rubber', 'rubber', 'rubber']","['purple_cube', 'red_cylinder', 'yellow_cylinder']","['purple_rubber', 'red_rubber', 'yellow_rubber']","['cube_rubber', 'cylinder_rubber', 'cylinder_rubber']","['purple_cube_rubber', 'red_cylinder_rubber', 'yellow_cylinder_rubber']","[0.351, 0.351, 0.351]","['purple', 'red', 'yellow', 'cube', 'cylinder', 'cylinder', 'rubber', 'rubber', 'rubber', 'purple_cube', 'red_cylinder', 'yellow_cylinder', 'cube_rubber', 'cylinder_rubber', 'cylinder_rubber', 'purple_rubber', 'red_rubber', 'yellow_rubber', 'purple_cube_rubber', 'red_cylinder_rubber', 'yellow_cylinder_rubber']"
4621,4621,e1046152583162df21d202047e7a1a88.png,7,"['purple', 'brown', 'red', 'blue', 'gray', 'cyan', 'yellow']","['cone', 'cube', 'cube', 'cone', 'cube', 'cube', 'sphere']","['metal', 'metal', 'metal', 'metal', 'rubber', 'metal', 'rubber']","['purple_cone', 'brown_cube', 'red_cube', 'blue_cone', 'gray_cube', 'cyan_cube', 'yellow_sphere']","['purple_metal', 'brown_metal', 'red_metal', 'blue_metal', 'gray_rubber', 'cyan_metal', 'yellow_rubber']","['cone_metal', 'cube_metal', 'cube_metal', 'cone_metal', 'cube_rubber', 'cube_metal', 'sphere_rubber']","['purple_cone_metal', 'brown_cube_metal', 'red_cube_metal', 'blue_cone_metal', 'gray_cube_rubber', 'cyan_cube_metal', 'yellow_sphere_rubber']","[0.701, 0.7, 0.351, 0.7, 0.351, 0.351, 0.351]","['purple', 'brown', 'red', 'blue', 'gray', 'cyan', 'yellow', 'cone', 'cube', 'cube', 'cone', 'cube', 'cube', 'sphere', 'metal', 'metal', 'metal', 'metal', 'rubber', 'metal', 'rubber', 'purple_cone', 'brown_cube', 'red_cube', 'blue_cone', 'gray_cube', 'cyan_cube', 'yellow_sphere', 'cone_metal', 'cube_metal', 'cube_metal', 'cone_metal', 'cube_rubber', 'cube_metal', 'sphere_rubber', 'purple_metal', 'brown_metal', 'red_metal', 'blue_metal', 'gray_rubber', 'cyan_metal', 'yellow_rubber', 'purple_cone_metal', 'brown_cube_metal', 'red_cube_metal', 'blue_cone_metal', 'gray_cube_rubber', 'cyan_cube_metal', 'yellow_sphere_rubber']"
4622,4622,98ae5b86212937dc27974d8f6f87765c.png,7,"['brown', 'red', 'yellow', 'brown', 'purple', 'cyan', 'brown']","['cylinder', 'cube', 'cube', 'cube', 'sphere', 'cylinder', 'cube']","['rubber', 'metal', 'metal', 'metal', 'metal', 'metal', 'rubber']","['brown_cylinder', 'red_cube', 'yellow_cube', 'brown_cube', 'purple_sphere', 'cyan_cylinder', 'brown_cube']","['brown_rubber', 'red_metal', 'yellow_metal', 'brown_metal', 'purple_metal', 'cyan_metal', 'brown_rubber']","['cylinder_rubber', 'cube_metal', 'cube_metal', 'cube_metal', 'sphere_metal', 'cylinder_metal', 'cube_rubber']","['brown_cylinder_rubber', 'red_cube_metal', 'yellow_cube_metal', 'brown_cube_metal', 'purple_sphere_metal', 'cyan_cylinder_metal', 'brown_cube_rubber']","[0.351, 0.701, 0.701, 0.351, 0.7, 0.701, 0.351]","['brown', 'red', 'yellow', 'brown', 'purple', 'cyan', 'brown', 'cylinder', 'cube', 'cube', 'cube', 'sphere', 'cylinder', 'cube', 'rubber', 'metal', 'metal', 'metal', 'metal', 'metal', 'rubber', 'brown_cylinder', 'red_cube', 'yellow_cube', 'brown_cube', 'purple_sphere', 'cyan_cylinder', 'brown_cube', 'cylinder_rubber', 'cube_metal', 'cube_metal', 'cube_metal', 'sphere_metal', 'cylinder_metal', 'cube_rubber', 'brown_rubber', 'red_metal', 'yellow_metal', 'brown_metal', 'purple_metal', 'cyan_metal', 'brown_rubber', 'brown_cylinder_rubber', 'red_cube_metal', 'yellow_cube_metal', 'brown_cube_metal', 'purple_sphere_metal', 'cyan_cylinder_metal', 'brown_cube_rubber']"
4623,4623,56651ba57494a216aaafe4714bdb3645.png,8,"['blue', 'cyan', 'yellow', 'red', 'purple', 'gray', 'purple', 'green']","['cube', 'cylinder', 'cube', 'sphere', 'cube', 'cube', 'cone', 'cylinder']","['rubber', 'rubber', 'rubber', 'rubber', 'metal', 'rubber', 'metal', 'metal']","['blue_cube', 'cyan_cylinder', 'yellow_cube', 'red_sphere', 'purple_cube', 'gray_cube', 'purple_cone', 'green_cylinder']","['blue_rubber', 'cyan_rubber', 'yellow_rubber', 'red_rubber', 'purple_metal', 'gray_rubber', 'purple_metal', 'green_metal']","['cube_rubber', 'cylinder_rubber', 'cube_rubber', 'sphere_rubber', 'cube_metal', 'cube_rubber', 'cone_metal', 'cylinder_metal']","['blue_cube_rubber', 'cyan_cylinder_rubber', 'yellow_cube_rubber', 'red_sphere_rubber', 'purple_cube_metal', 'gray_cube_rubber', 'purple_cone_metal', 'green_cylinder_metal']","[0.701, 0.701, 0.7, 0.351, 0.351, 0.351, 0.351, 0.351]","['blue', 'cyan', 'yellow', 'red', 'purple', 'gray', 'purple', 'green', 'cube', 'cylinder', 'cube', 'sphere', 'cube', 'cube', 'cone', 'cylinder', 'rubber', 'rubber', 'rubber', 'rubber', 'metal', 'rubber', 'metal', 'metal', 'blue_cube', 'cyan_cylinder', 'yellow_cube', 'red_sphere', 'purple_cube', 'gray_cube', 'purple_cone', 'green_cylinder', 'cube_rubber', 'cylinder_rubber', 'cube_rubber', 'sphere_rubber', 'cube_metal', 'cube_rubber', 'cone_metal', 'cylinder_metal', 'blue_rubber', 'cyan_rubber', 'yellow_rubber', 'red_rubber', 'purple_metal', 'gray_rubber', 'purple_metal', 'green_metal', 'blue_cube_rubber', 'cyan_cylinder_rubber', 'yellow_cube_rubber', 'red_sphere_rubber', 'purple_cube_metal', 'gray_cube_rubber', 'purple_cone_metal', 'green_cylinder_metal']"
